user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_01206,1976.3,38.7,21,0.822,51,0.766,0.086,0.148,0.0,Console,Standard,0.485,0.826
USR_01646,559.0,57.9,5,0.572,9,0.121,0.725,0.154,0.0,SmartTV,Free,0.758,0.369
USR_03418,329.8,25.5,2,0.446,12,0.122,0.07,0.464,0.344,Console,Basic,0.532,0.496
USR_03477,257.2,11.2,7,0.481,23,0.182,0.106,0.659,0.053,Tablet,Free,0.267,0.344
USR_02862,419.9,5.0,6,0.33,35,0.229,0.113,0.549,0.109,Mobile,Free,0.537,0.218
USR_01793,599.7,25.7,8,0.783,23,0.126,0.491,0.128,0.255,SmartTV,Free,0.57,0.437
USR_03798,1254.1,41.0,21,0.669,30,0.313,0.1,0.259,0.328,Mobile,Basic,0.363,0.902
USR_03369,531.3,23.4,6,0.47,22,0.104,0.202,0.51,0.184,Mobile,Basic,0.238,0.322
USR_03368,521.9,24.4,7,0.289,21,0.231,0.057,0.503,0.209,Web,Standard,0.371,0.179
USR_03534,1407.7,34.1,14,0.641,41,0.28,0.184,0.31,0.226,SmartTV,Standard,0.348,0.661
USR_03450,214.6,18.2,1,0.381,11,0.139,0.176,0.425,0.26,Web,Basic,0.281,0.342
USR_00604,2973.5,52.9,26,0.901,56,0.786,0.096,0.104,0.014,Web,Premium,0.585,0.735
USR_03057,483.9,18.4,5,0.561,26,0.31,0.159,0.527,0.004,Tablet,Free,0.307,0.404
USR_04532,3376.5,47.9,23,0.947,60,0.291,0.088,0.235,0.386,SmartTV,Basic,0.544,0.854
USR_00127,2425.5,61.4,21,0.909,39,0.786,0.0,0.053,0.161,Tablet,Premium,0.408,0.753
USR_03877,1765.6,29.5,17,0.64,59,0.249,0.215,0.275,0.261,Mobile,Premium,0.453,0.741
USR_02936,506.5,25.2,5,0.657,20,0.347,0.001,0.407,0.245,Mobile,Premium,0.1,0.251
USR_03532,1336.4,46.3,25,0.702,28,0.38,0.177,0.274,0.169,SmartTV,Premium,0.416,0.635
USR_02731,484.2,21.6,7,0.26,22,0.158,0.174,0.31,0.358,SmartTV,Basic,0.385,0.283
USR_00828,2341.1,36.2,19,0.892,64,0.758,0.119,0.026,0.097,Console,Standard,0.36,0.972
USR_01640,894.2,72.6,6,0.557,12,0.157,0.541,0.079,0.223,Mobile,Premium,0.655,0.233
USR_00985,1279.0,69.6,26,0.858,18,0.845,0.026,0.076,0.053,SmartTV,Free,0.54,0.828
USR_03282,524.5,8.1,4,0.639,35,0.323,0.158,0.503,0.016,Mobile,Free,0.474,0.364
USR_04972,2975.1,94.9,8,0.907,31,0.313,0.036,0.055,0.596,SmartTV,Premium,0.684,0.888
USR_02189,992.7,39.4,8,0.663,25,0.073,0.718,0.084,0.125,SmartTV,Standard,0.708,0.251
USR_04613,4108.3,92.4,20,0.911,44,0.324,0.046,0.223,0.407,SmartTV,Standard,0.514,0.931
USR_02444,399.5,11.7,10,0.434,34,0.176,0.039,0.408,0.377,Tablet,Free,0.305,0.589
USR_00363,2220.0,58.2,21,0.891,38,0.72,0.107,0.041,0.132,SmartTV,Standard,0.459,0.945
USR_02350,430.8,14.3,8,0.417,30,0.118,0.03,0.518,0.334,SmartTV,Basic,0.1,0.222
USR_00346,2384.2,58.1,22,0.927,41,0.741,0.076,0.128,0.055,Console,Premium,0.456,0.784
USR_00815,2203.7,67.6,17,0.901,32,0.742,0.029,0.228,0.001,Tablet,Standard,0.454,0.899
USR_03206,304.1,21.7,1,0.31,14,0.14,0.205,0.655,0.0,Web,Basic,0.275,0.203
USR_04161,1995.5,50.6,18,0.68,39,0.354,0.16,0.202,0.284,Web,Standard,0.415,0.349
USR_04796,3249.3,78.2,19,0.947,41,0.248,0.112,0.174,0.466,SmartTV,Standard,0.556,0.958
USR_03326,618.0,6.9,6,0.256,35,0.374,0.056,0.429,0.141,Mobile,Basic,0.414,0.21
USR_04107,1201.4,39.5,18,0.742,30,0.334,0.24,0.247,0.179,SmartTV,Basic,0.404,0.66
USR_02117,1058.9,44.4,8,0.732,23,0.009,0.736,0.113,0.142,SmartTV,Premium,0.731,0.331
USR_01835,771.8,48.1,10,0.655,16,0.12,0.619,0.13,0.131,SmartTV,Standard,0.673,0.567
USR_00794,2307.4,64.7,22,0.886,35,0.781,0.062,0.157,0.0,Mobile,Premium,0.43,0.733
USR_04947,2270.8,74.6,18,0.982,30,0.281,0.119,0.163,0.437,Web,Premium,0.689,0.938
USR_02675,312.6,23.9,5,0.398,13,0.204,0.141,0.495,0.16,Mobile,Basic,0.364,0.224
USR_00095,1964.9,54.4,21,0.81,36,0.833,0.087,0.081,-0.001,SmartTV,Standard,0.422,0.867
USR_03757,1722.1,34.8,15,0.786,49,0.314,0.238,0.248,0.2,Tablet,Premium,0.418,0.642
USR_02892,661.5,15.5,7,0.474,35,0.229,0.168,0.603,0.0,Tablet,Free,0.591,0.174
USR_02372,367.2,29.0,11,0.478,12,0.209,0.138,0.555,0.098,SmartTV,Basic,0.345,0.366
USR_04150,1485.3,37.1,15,0.817,40,0.313,0.236,0.143,0.308,SmartTV,Standard,0.509,0.672
USR_04433,3071.7,77.0,19,0.951,39,0.206,0.05,0.123,0.621,SmartTV,Standard,0.597,0.904
USR_03229,80.0,25.4,7,0.481,3,0.133,0.059,0.647,0.161,Mobile,Basic,0.379,0.282
USR_02854,491.8,19.1,13,0.338,25,0.2,0.08,0.458,0.262,Tablet,Premium,0.448,0.407
USR_02913,510.4,17.8,10,0.504,28,0.238,0.154,0.476,0.132,Mobile,Basic,0.343,0.0
USR_01866,823.8,27.3,8,0.666,30,0.063,0.755,0.151,0.031,SmartTV,Free,0.726,0.437
USR_01858,812.3,46.2,8,0.581,17,0.112,0.683,0.089,0.116,SmartTV,Free,0.645,0.449
USR_02646,400.0,12.2,8,0.483,32,0.176,0.168,0.503,0.153,Mobile,Free,0.323,0.263
USR_02244,769.4,57.4,6,0.575,13,0.054,0.646,0.154,0.146,Console,Standard,0.688,0.454
USR_02337,389.7,19.3,4,0.396,20,0.252,0.068,0.64,0.04,Mobile,Free,0.492,0.391
USR_00951,2678.4,78.8,22,0.867,33,0.757,0.065,0.059,0.119,Web,Premium,0.43,0.886
USR_03069,579.9,21.6,1,0.48,26,0.139,0.101,0.596,0.164,Mobile,Basic,0.216,0.473
USR_01121,2725.3,69.9,17,0.929,39,0.887,0.057,0.056,0.0,SmartTV,Standard,0.43,0.806
USR_02598,677.2,16.7,13,0.498,35,0.204,0.147,0.298,0.351,Mobile,Free,0.473,0.685
USR_02205,1248.3,46.8,11,0.73,26,0.0,0.731,0.158,0.111,Tablet,Premium,0.788,0.638
USR_00420,1275.9,58.1,14,0.859,21,0.58,0.115,0.046,0.259,SmartTV,Standard,0.52,0.926
USR_00923,2657.6,62.8,21,0.811,42,0.719,0.106,0.076,0.099,Web,Standard,0.431,0.764
USR_01255,949.3,36.8,14,0.661,25,0.145,0.563,0.108,0.184,SmartTV,Basic,0.69,0.311
USR_00478,1844.5,70.5,22,0.806,26,0.805,0.08,0.114,0.001,SmartTV,Standard,0.477,1.0
USR_02036,1065.9,57.4,5,0.638,18,0.072,0.637,0.04,0.251,Tablet,Standard,0.629,0.583
USR_01203,2217.7,56.6,20,0.882,39,0.718,0.104,0.171,0.007,SmartTV,Premium,0.409,0.739
USR_02627,218.2,21.4,4,0.416,10,0.256,0.237,0.375,0.132,Tablet,Basic,0.454,0.43
USR_04819,2359.5,65.8,14,0.972,35,0.37,0.038,0.12,0.472,SmartTV,Standard,0.405,0.949
USR_01971,635.7,44.1,11,0.624,14,0.026,0.785,0.15,0.039,SmartTV,Standard,0.468,0.499
USR_03111,239.2,17.8,1,0.477,13,0.399,0.082,0.501,0.018,SmartTV,Free,0.336,0.448
USR_04019,1529.5,52.8,22,0.705,28,0.302,0.232,0.27,0.196,SmartTV,Premium,0.33,0.787
USR_02152,988.7,37.9,9,0.734,26,0.114,0.807,0.058,0.021,SmartTV,Premium,0.629,0.192
USR_03688,1380.9,50.0,9,0.675,27,0.365,0.235,0.212,0.188,SmartTV,Standard,0.292,0.751
USR_01998,882.5,30.7,6,0.561,28,0.132,0.719,0.149,0.0,SmartTV,Standard,0.616,0.58
USR_04034,1451.9,54.0,15,0.693,26,0.299,0.232,0.23,0.239,SmartTV,Standard,0.552,0.574
USR_03055,444.9,18.0,4,0.389,24,0.162,0.161,0.42,0.257,Tablet,Free,0.359,0.384
USR_01249,2134.8,57.8,22,0.813,36,0.754,0.066,0.078,0.102,Mobile,Premium,0.615,0.783
USR_02193,1061.3,57.3,9,0.65,18,0.093,0.655,0.24,0.012,SmartTV,Standard,0.794,0.55
USR_02713,254.3,19.7,6,0.413,12,0.266,0.064,0.369,0.301,Mobile,Basic,0.29,0.242
USR_00993,1952.7,68.8,29,0.904,28,0.88,0.05,0.033,0.037,Console,Standard,0.469,0.896
USR_02191,892.0,49.0,9,0.435,18,0.08,0.679,0.213,0.028,SmartTV,Standard,0.753,0.225
USR_03763,1996.1,37.1,15,0.693,53,0.236,0.276,0.257,0.231,SmartTV,Standard,0.375,0.654
USR_03598,1768.5,32.9,10,0.657,53,0.364,0.205,0.264,0.167,SmartTV,Premium,0.375,0.717
USR_01319,1487.1,39.8,3,0.449,37,0.144,0.707,0.149,0.0,Console,Premium,0.501,0.33
USR_01864,1132.5,62.0,7,0.853,18,0.031,0.645,0.089,0.235,SmartTV,Free,0.532,0.308
USR_02344,284.8,23.7,9,0.504,12,0.248,0.057,0.402,0.293,Web,Basic,0.249,0.413
USR_02450,376.5,19.1,6,0.547,19,0.312,0.135,0.554,-0.001,Mobile,Premium,0.361,0.415
USR_02137,1023.3,43.9,11,0.639,23,0.0,0.891,0.109,0.0,Tablet,Basic,0.811,0.589
USR_01066,2356.6,69.8,20,0.957,33,0.771,0.026,0.134,0.069,Mobile,Standard,0.396,0.9
USR_04961,2699.3,79.2,16,0.932,34,0.325,0.054,0.174,0.447,SmartTV,Premium,0.657,0.897
USR_02622,296.2,11.1,5,0.368,26,0.127,0.168,0.705,0.0,Tablet,Basic,0.466,0.192
USR_00078,2706.7,66.3,19,0.886,40,0.738,0.043,0.085,0.134,SmartTV,Premium,0.438,0.812
USR_02899,582.1,20.3,1,0.397,28,0.377,0.112,0.41,0.101,Mobile,Free,0.136,0.037
USR_01315,661.3,35.7,9,0.897,18,0.149,0.586,0.191,0.074,Tablet,Premium,0.614,0.35
USR_04373,1273.6,27.8,20,0.742,45,0.29,0.231,0.263,0.216,Web,Premium,0.458,0.639
USR_00873,2945.9,61.4,19,0.952,47,0.876,0.07,0.054,0.0,SmartTV,Standard,0.387,0.873
USR_03851,1398.2,37.9,17,0.67,36,0.343,0.21,0.288,0.159,SmartTV,Standard,0.274,0.567
USR_04788,3663.0,99.0,16,0.934,36,0.249,0.084,0.156,0.511,SmartTV,Standard,0.412,0.902
USR_02966,388.0,17.8,4,0.353,21,0.275,0.142,0.583,0.0,Mobile,Basic,0.39,0.169
USR_03392,263.1,26.3,4,0.548,10,0.213,0.194,0.593,0.0,Tablet,Basic,0.423,0.447
USR_02561,363.0,11.0,1,0.324,32,0.134,0.148,0.652,0.066,Mobile,Free,0.306,0.211
USR_04897,2782.7,77.1,16,1.0,36,0.365,0.086,0.136,0.413,SmartTV,Standard,0.618,0.92
USR_02636,452.0,17.7,5,0.341,25,0.26,0.051,0.566,0.123,Mobile,Free,0.417,0.463
USR_03531,1600.5,45.8,17,0.56,34,0.201,0.269,0.238,0.292,Web,Basic,0.417,0.65
USR_00376,2124.9,68.4,22,0.836,31,0.826,0.054,0.12,0.0,SmartTV,Standard,0.371,0.879
USR_01909,993.6,44.8,3,0.616,22,0.109,0.824,0.067,0.0,SmartTV,Standard,0.564,0.424
USR_04333,1710.1,22.9,21,0.536,65,0.262,0.297,0.286,0.155,Web,Standard,0.262,0.489
USR_04380,1448.3,34.2,19,0.736,42,0.333,0.224,0.229,0.214,Mobile,Standard,0.47,0.43
USR_04028,2053.8,43.0,20,0.862,47,0.242,0.337,0.248,0.173,SmartTV,Premium,0.38,0.717
USR_01605,659.9,68.0,6,0.559,9,0.051,0.847,0.102,0.0,SmartTV,Free,0.647,0.397
USR_01119,2399.8,55.4,19,0.853,43,0.787,0.038,0.029,0.146,SmartTV,Standard,0.437,0.936
USR_03678,1730.5,52.6,20,0.759,32,0.308,0.278,0.22,0.194,Mobile,Premium,0.46,0.859
USR_03491,579.1,14.5,4,0.178,35,0.231,0.075,0.53,0.164,SmartTV,Basic,0.114,0.296
USR_04865,3024.0,89.0,17,0.979,33,0.337,0.148,0.165,0.35,SmartTV,Premium,0.47,0.953
USR_02959,354.7,20.8,5,0.411,17,0.252,0.058,0.677,0.013,SmartTV,Free,0.32,0.319
USR_01995,1121.0,37.3,7,0.554,30,0.171,0.629,0.109,0.091,SmartTV,Premium,0.607,0.43
USR_04956,3120.2,62.6,11,0.97,49,0.322,0.061,0.207,0.41,SmartTV,Basic,0.57,0.941
USR_04356,853.3,58.6,18,0.757,14,0.207,0.164,0.173,0.456,Mobile,Standard,0.528,0.453
USR_02377,462.7,16.5,5,0.548,28,0.0,0.11,0.431,0.459,Mobile,Standard,0.207,0.661
USR_01343,548.4,41.2,8,0.855,13,0.071,0.659,0.159,0.111,SmartTV,Premium,0.727,0.473
USR_00321,2897.7,48.2,18,0.885,60,0.858,0.066,0.021,0.055,SmartTV,Standard,0.356,0.844
USR_01620,300.0,55.4,6,0.696,5,0.0,0.791,0.155,0.054,Tablet,Premium,0.675,0.423
USR_03714,1744.1,35.6,17,0.75,48,0.202,0.236,0.252,0.31,SmartTV,Basic,0.55,0.77
USR_02061,1272.5,66.6,7,0.637,19,0.0,0.767,0.233,0.0,SmartTV,Premium,0.616,0.406
USR_02220,867.4,77.8,8,0.61,11,0.095,0.709,0.196,0.0,SmartTV,Basic,0.725,0.717
USR_01674,965.8,40.4,10,0.815,23,0.012,0.833,0.154,0.001,Tablet,Standard,0.708,0.541
USR_00261,2419.6,61.7,11,0.862,39,0.802,0.014,0.119,0.065,SmartTV,Basic,0.404,0.99
USR_04418,3715.8,89.7,10,0.916,41,0.097,0.068,0.152,0.683,Tablet,Premium,0.601,0.886
USR_02040,1013.8,68.6,9,0.565,14,0.052,0.743,0.04,0.165,Tablet,Premium,0.714,0.209
USR_00902,2935.7,52.6,20,0.942,55,0.758,0.078,0.165,-0.001,SmartTV,Premium,0.346,0.784
USR_03745,1726.2,33.7,18,0.795,51,0.285,0.199,0.236,0.28,Mobile,Basic,0.459,0.518
USR_02027,446.0,20.0,13,0.748,22,0.086,0.756,0.149,0.009,SmartTV,Standard,0.78,0.344
USR_01918,959.4,56.0,9,0.499,17,0.062,0.671,0.093,0.174,Mobile,Basic,0.6,0.203
USR_01829,761.4,29.5,9,0.641,25,0.109,0.653,0.225,0.013,Mobile,Premium,0.78,0.456
USR_01574,895.8,76.5,6,0.565,11,0.109,0.706,0.055,0.13,Mobile,Free,0.903,0.378
USR_04395,1772.8,43.2,19,0.792,41,0.303,0.231,0.25,0.216,SmartTV,Standard,0.521,0.618
USR_04209,1186.4,59.3,11,0.706,20,0.264,0.171,0.255,0.31,Web,Premium,0.396,0.67
USR_00225,2707.6,38.6,26,0.896,70,0.747,0.066,0.011,0.176,Tablet,Standard,0.453,0.768
USR_00724,1577.2,30.2,22,0.853,52,0.781,0.098,0.072,0.049,SmartTV,Standard,0.27,1.0
USR_04486,3777.8,59.5,16,0.977,60,0.213,0.131,0.163,0.493,Web,Premium,0.681,0.902
USR_01142,1918.3,53.8,25,0.98,35,0.798,0.086,0.116,0.0,Tablet,Premium,0.501,0.813
USR_02763,320.0,15.3,5,0.346,20,0.165,0.068,0.674,0.093,Mobile,Free,0.432,0.487
USR_00847,1955.2,81.9,23,0.871,23,0.8,0.118,0.082,0.0,Web,Free,0.448,0.771
USR_02552,293.3,10.2,11,0.269,28,0.063,0.046,0.711,0.18,Mobile,Free,0.135,0.157
USR_02929,342.9,17.7,1,0.362,19,0.22,0.199,0.452,0.129,Mobile,Free,0.447,0.0
USR_00118,2586.2,55.5,21,0.938,46,0.934,0.036,0.03,0.0,Console,Basic,0.413,1.0
USR_00646,2155.4,44.6,24,0.925,48,0.726,0.0,0.099,0.175,SmartTV,Premium,0.406,0.815
USR_00004,3233.5,64.9,17,0.893,49,0.604,0.007,0.11,0.279,SmartTV,Basic,0.479,0.864
USR_04171,1425.8,47.0,15,0.839,30,0.238,0.21,0.208,0.344,Console,Basic,0.416,0.676
USR_00468,2231.0,75.0,23,0.915,29,0.856,0.073,0.071,0.0,Mobile,Basic,0.384,0.869
USR_00006,2226.7,46.9,24,0.942,47,0.864,0.026,0.085,0.025,SmartTV,Basic,0.447,0.928
USR_00920,1916.2,39.6,20,0.907,48,0.774,0.07,0.047,0.109,Web,Basic,0.468,0.801
USR_02596,551.5,29.4,5,0.503,18,0.04,0.046,0.55,0.364,Tablet,Basic,0.229,0.606
USR_01064,1154.7,51.9,22,0.898,22,0.727,0.068,0.093,0.112,Mobile,Basic,0.412,0.865
USR_02591,319.6,23.1,7,0.321,13,0.192,0.1,0.655,0.053,Tablet,Basic,0.374,0.409
USR_00243,1780.1,48.2,26,1.0,36,0.637,0.0,0.194,0.169,Mobile,Standard,0.451,0.781
USR_01161,3103.0,90.3,23,0.84,34,0.808,0.049,0.144,-0.001,SmartTV,Standard,0.316,1.0
USR_02871,328.1,11.9,13,0.496,27,0.172,0.079,0.609,0.14,Mobile,Premium,0.459,0.42
USR_03736,600.0,36.8,20,0.755,16,0.243,0.14,0.245,0.372,Mobile,Standard,0.477,0.734
USR_02398,143.4,18.7,3,0.311,7,0.34,0.014,0.404,0.242,Tablet,Free,0.528,0.396
USR_03518,1651.4,46.6,14,0.682,35,0.257,0.201,0.224,0.318,SmartTV,Basic,0.301,0.685
USR_03422,449.6,31.5,7,0.452,14,0.167,0.156,0.537,0.14,Mobile,Free,0.342,0.374
USR_02564,644.0,13.1,6,0.536,35,0.117,0.088,0.625,0.17,Mobile,Standard,0.424,0.455
USR_01606,912.8,63.1,8,0.558,14,0.063,0.665,0.143,0.129,Tablet,Standard,0.813,0.402
USR_04829,3716.7,63.1,17,0.935,58,0.179,0.117,0.219,0.485,SmartTV,Standard,0.535,0.959
USR_02325,314.7,19.2,9,0.352,16,0.29,0.116,0.594,0.0,Mobile,Standard,0.365,0.295
USR_02710,280.6,23.3,2,0.561,12,0.195,0.083,0.589,0.133,Mobile,Basic,0.42,0.173
USR_04399,1112.8,47.1,24,0.793,23,0.349,0.267,0.23,0.154,Web,Standard,0.408,0.754
USR_01313,1270.1,69.6,5,0.692,18,0.097,0.746,0.157,0.0,Web,Premium,0.709,0.5
USR_03449,501.3,24.8,8,0.325,20,0.164,0.145,0.692,-0.001,SmartTV,Free,0.352,0.275
USR_03813,1549.2,42.8,15,0.673,36,0.26,0.259,0.313,0.168,Web,Standard,0.415,0.582
USR_04656,3042.8,114.0,15,0.943,26,0.315,0.013,0.191,0.481,Web,Standard,0.429,0.811
USR_02363,684.5,20.9,4,0.387,32,0.305,0.076,0.357,0.262,Mobile,Free,0.181,0.041
USR_01976,1303.3,52.5,5,0.661,24,0.08,0.717,0.145,0.058,SmartTV,Premium,0.597,0.333
USR_03515,1607.6,49.4,14,0.723,32,0.276,0.275,0.252,0.197,Tablet,Free,0.426,0.649
USR_01762,907.5,39.2,7,0.827,23,0.023,0.886,0.091,0.0,SmartTV,Standard,0.562,0.436
USR_02740,558.5,29.3,3,0.332,19,0.184,0.087,0.729,0.0,Mobile,Basic,0.286,0.242
USR_04845,3524.3,83.8,17,0.916,42,0.192,0.083,0.191,0.534,Mobile,Premium,0.59,0.99
USR_02473,396.1,6.4,1,0.576,35,0.146,0.219,0.635,0.0,Mobile,Free,0.538,0.202
USR_04008,1277.6,34.1,15,0.5,37,0.314,0.267,0.296,0.123,Web,Standard,0.57,0.831
USR_01494,1096.5,72.0,7,0.573,15,0.118,0.675,0.135,0.072,SmartTV,Premium,0.64,0.322
USR_04207,1963.9,56.6,18,0.729,34,0.283,0.273,0.289,0.155,SmartTV,Basic,0.399,0.426
USR_02159,1081.7,74.9,10,0.534,14,0.112,0.622,0.14,0.126,SmartTV,Standard,0.672,0.226
USR_01170,1808.6,60.9,23,0.857,29,0.751,0.031,0.138,0.08,SmartTV,Premium,0.346,0.918
USR_04517,3520.3,94.1,16,0.935,37,0.299,0.0,0.19,0.511,SmartTV,Free,0.469,0.876
USR_00233,2203.5,35.7,28,0.963,61,0.664,0.088,0.075,0.173,Web,Free,0.441,0.874
USR_00067,2164.0,60.9,17,0.923,35,0.758,0.045,0.136,0.061,Tablet,Standard,0.456,0.821
USR_01604,1119.3,60.3,10,0.711,18,0.072,0.643,0.117,0.168,Tablet,Standard,0.628,0.508
USR_03284,617.7,10.6,13,0.436,35,0.296,0.101,0.409,0.194,Tablet,Free,0.292,0.319
USR_03597,1680.4,33.7,16,0.717,49,0.291,0.262,0.293,0.154,Web,Standard,0.421,0.702
USR_00126,2613.6,54.7,25,0.963,47,0.83,0.06,0.034,0.076,SmartTV,Basic,0.335,0.826
USR_01297,1176.9,63.3,6,0.768,18,0.166,0.604,0.23,0.0,Tablet,Premium,0.625,0.318
USR_01977,763.2,25.3,8,0.778,30,0.12,0.694,0.091,0.095,SmartTV,Premium,0.754,0.497
USR_04518,2859.1,93.9,15,0.957,30,0.152,0.029,0.197,0.622,SmartTV,Premium,0.613,0.907
USR_04482,3213.2,59.7,15,0.937,53,0.319,0.102,0.13,0.449,SmartTV,Standard,0.635,0.839
USR_02076,1286.0,50.5,7,0.81,25,0.104,0.646,0.2,0.05,SmartTV,Premium,0.659,0.38
USR_03087,363.5,35.5,4,0.522,10,0.201,0.176,0.46,0.163,SmartTV,Premium,0.381,0.394
USR_04346,2055.3,58.7,23,0.807,35,0.226,0.235,0.362,0.177,SmartTV,Standard,0.446,0.551
USR_03346,216.2,24.1,4,0.576,8,0.144,0.208,0.539,0.109,Tablet,Basic,0.398,0.149
USR_04465,3341.4,82.1,11,0.989,40,0.154,0.011,0.165,0.67,Tablet,Premium,0.525,0.924
USR_02798,535.5,16.6,11,0.461,32,0.185,0.15,0.627,0.038,SmartTV,Basic,0.361,0.359
USR_00919,2289.3,60.4,24,0.88,37,0.801,0.027,0.172,0.0,Tablet,Standard,0.499,0.742
USR_01647,855.3,59.3,4,0.444,14,0.057,0.792,0.151,0.0,SmartTV,Standard,0.766,0.178
USR_00365,2840.5,38.5,28,0.93,73,0.868,0.041,0.091,0.0,SmartTV,Premium,0.305,0.808
USR_03288,724.6,19.4,5,0.511,35,0.227,0.149,0.543,0.081,Tablet,Standard,0.277,0.26
USR_02126,966.3,29.9,7,0.914,32,0.055,0.653,0.15,0.142,Tablet,Standard,0.633,0.325
USR_04124,1361.5,38.4,20,0.73,35,0.344,0.25,0.276,0.13,Tablet,Standard,0.488,0.484
USR_00526,2828.6,69.7,21,0.858,40,0.63,0.141,0.123,0.106,Tablet,Basic,0.381,0.956
USR_00056,1946.4,55.2,28,0.9,35,0.76,0.093,0.0,0.147,SmartTV,Premium,0.439,0.912
USR_00639,1949.4,43.9,18,0.911,44,0.734,0.053,0.145,0.068,Mobile,Standard,0.359,0.829
USR_00303,2720.7,32.4,20,0.906,83,0.797,0.077,0.111,0.015,Web,Standard,0.522,0.774
USR_02767,321.6,20.5,6,0.457,15,0.248,0.192,0.519,0.041,Mobile,Basic,0.471,0.377
USR_01277,573.7,53.6,7,0.57,10,0.088,0.67,0.241,0.001,Tablet,Basic,0.618,0.593
USR_02056,457.8,34.7,9,0.619,13,0.088,0.686,0.226,0.0,SmartTV,Basic,0.861,0.348
USR_03645,1256.9,44.1,17,0.835,28,0.248,0.304,0.235,0.213,SmartTV,Standard,0.304,0.526
USR_04144,1951.8,27.0,17,0.7,65,0.281,0.145,0.18,0.394,Web,Standard,0.36,0.623
USR_02879,316.9,22.1,7,0.407,14,0.172,0.066,0.476,0.286,Console,Basic,0.229,0.24
USR_04203,1617.8,42.7,16,0.729,37,0.282,0.313,0.252,0.153,Web,Standard,0.52,0.82
USR_02287,375.6,17.3,8,0.416,21,0.175,0.193,0.54,0.092,Mobile,Free,0.281,0.372
USR_02262,268.8,18.1,9,0.347,14,0.11,0.138,0.514,0.238,Mobile,Free,0.47,0.232
USR_02297,417.7,28.6,7,0.551,14,0.147,0.186,0.59,0.077,Mobile,Free,0.17,0.381
USR_01754,624.2,60.2,8,0.807,10,0.076,0.715,0.085,0.124,SmartTV,Standard,0.524,0.643
USR_01969,802.8,67.7,10,0.624,11,0.057,0.753,0.19,0.0,SmartTV,Basic,0.627,0.392
USR_04352,1438.6,33.2,15,0.816,43,0.197,0.168,0.314,0.321,Mobile,Basic,0.365,0.815
USR_03118,407.9,21.1,9,0.631,19,0.272,0.176,0.379,0.173,Tablet,Free,0.545,0.49
USR_02394,586.4,16.0,4,0.47,35,0.214,0.048,0.72,0.018,Mobile,Basic,0.275,0.439
USR_00524,2681.9,46.0,19,0.925,58,0.725,0.026,0.069,0.18,SmartTV,Basic,0.509,0.851
USR_03901,1370.1,46.2,17,0.676,29,0.42,0.17,0.268,0.142,Mobile,Standard,0.405,0.527
USR_03123,572.5,28.8,6,0.246,19,0.286,0.183,0.505,0.026,Tablet,Standard,0.207,0.447
USR_04157,1508.4,51.3,17,0.777,29,0.28,0.213,0.217,0.29,SmartTV,Premium,0.476,0.499
USR_01970,808.5,43.9,4,0.751,18,0.104,0.79,0.094,0.012,SmartTV,Basic,0.482,0.476
USR_00672,1627.8,44.5,16,0.867,36,0.769,0.064,0.085,0.082,Mobile,Standard,0.471,0.819
USR_04189,1588.9,39.7,15,0.702,40,0.219,0.106,0.222,0.453,Web,Basic,0.402,0.726
USR_00667,2607.4,36.7,25,0.847,70,0.781,0.056,0.036,0.127,Tablet,Premium,0.328,0.927
USR_04339,2013.5,41.3,14,0.781,48,0.28,0.273,0.257,0.19,Web,Standard,0.271,0.59
USR_01888,625.0,66.1,6,0.687,9,0.0,0.553,0.185,0.262,SmartTV,Basic,0.501,0.393
USR_03267,358.1,28.3,6,0.474,12,0.2,0.154,0.646,0.0,Web,Premium,0.1,0.463
USR_00281,2162.0,42.3,26,0.864,51,0.812,0.037,0.009,0.142,Mobile,Standard,0.442,0.697
USR_01720,968.7,34.0,12,0.835,28,0.049,0.823,0.128,0.0,Tablet,Standard,0.939,0.437
USR_02948,733.9,23.0,5,0.487,31,0.295,0.134,0.571,0.0,SmartTV,Free,0.363,0.42
USR_00900,1855.8,55.8,28,0.864,33,0.886,0.066,0.048,0.0,Console,Standard,0.568,0.929
USR_04851,3381.8,80.2,6,0.912,42,0.217,0.131,0.216,0.436,SmartTV,Free,0.481,0.91
USR_00761,1886.1,55.7,15,0.885,33,0.719,0.116,0.165,0.0,SmartTV,Standard,0.483,0.824
USR_01907,1071.7,29.6,5,0.653,36,0.143,0.682,0.175,0.0,Mobile,Standard,0.822,0.8
USR_04043,1534.9,48.0,10,0.501,31,0.296,0.27,0.164,0.27,Mobile,Premium,0.447,0.793
USR_03824,1328.3,36.0,19,0.755,36,0.308,0.13,0.242,0.32,Tablet,Premium,0.449,0.74
USR_04139,2222.8,33.0,9,0.677,65,0.207,0.268,0.241,0.284,Web,Standard,0.474,0.654
USR_03819,1714.5,40.3,18,0.784,42,0.262,0.183,0.15,0.405,SmartTV,Standard,0.469,0.659
USR_04301,1258.8,29.4,12,0.785,42,0.27,0.261,0.253,0.216,Web,Standard,0.277,0.607
USR_02594,554.5,16.1,5,0.37,34,0.152,0.179,0.451,0.218,SmartTV,Basic,0.304,0.364
